title,listed_in,description,content
Yanxi Palace: Princess Adventures,"International TV Shows, TV Dramas",A determined Qing dynasty princess contends with palace intrigue and a vendetta against her family while navigating the treacherous terrain of romance.,"Title: Yanxi Palace: Princess Adventures | Genre: International TV Shows, TV Dramas | Description: A determined Qing dynasty princess contends with palace intrigue and a vendetta against her family while navigating the treacherous terrain of romance."
The Disastrous Life of Saiki K.: Reawakened,"Anime Series, International TV Shows","Kusuo and his gaggle of self-proclaimed friends are back for more psychic mishaps. If he didn't have enough problems before, he's got even more now.","Title: The Disastrous Life of Saiki K.: Reawakened | Genre: Anime Series, International TV Shows | Description: Kusuo and his gaggle of self-proclaimed friends are back for more psychic mishaps. If he didn't have enough problems before, he's got even more now."
Hot Gimmick: Girl Meets Boy,"Dramas, International Movies","A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust.","Title: Hot Gimmick: Girl Meets Boy | Genre: Dramas, International Movies | Description: A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust."
Blitz Patrollie,"Action & Adventure, Comedies, International Movies","Caught between family pressures and small-time crime-fighting, a pair of bumbling cops tries to bust a massive drug deal and go down in history.","Title: Blitz Patrollie | Genre: Action & Adventure, Comedies, International Movies | Description: Caught between family pressures and small-time crime-fighting, a pair of bumbling cops tries to bust a massive drug deal and go down in history."
"El Pepe, a Supreme Life","Documentaries, International Movies","In this intimate documentary, former Uruguayan President José ""Pepe"" Mujica talks about lessons he learned while in prison, his ideals and the future.","Title: El Pepe, a Supreme Life | Genre: Documentaries, International Movies | Description: In this intimate documentary, former Uruguayan President José ""Pepe"" Mujica talks about lessons he learned while in prison, his ideals and the future."
Kevin Hart: Don’t F**k This Up,Docuseries,"Amid turmoil in his career and marriage, comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame.","Title: Kevin Hart: Don’t F**k This Up | Genre: Docuseries | Description: Amid turmoil in his career and marriage, comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame."
The Vendor,"Comedies, International Movies",A newspaper seller bemoans his lack of success but is undermined by his own laziness when he gets a better job as a driver and finds his rich father.,"Title: The Vendor | Genre: Comedies, International Movies | Description: A newspaper seller bemoans his lack of success but is undermined by his own laziness when he gets a better job as a driver and finds his rich father."
The App,"Dramas, Independent Movies, International Movies","While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral.","Title: The App | Genre: Dramas, Independent Movies, International Movies | Description: While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral."
The Bonfire of Destiny,"International TV Shows, TV Dramas","After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events.","Title: The Bonfire of Destiny | Genre: International TV Shows, TV Dramas | Description: After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events."
You,"Crime TV Shows, Romantic TV Shows, TV Dramas","Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life.","Title: You | Genre: Crime TV Shows, Romantic TV Shows, TV Dramas | Description: Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life."
Doom: Annihilation,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth.","Title: Doom: Annihilation | Genre: Action & Adventure, Horror Movies, Sci-Fi & Fantasy | Description: When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth."
Fireworks,"Anime Features, Romantic Movies","Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summer's day.","Title: Fireworks | Genre: Anime Features, Romantic Movies | Description: Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summer's day."
Grand-Daddy Day Care,"Children & Family Movies, Comedies",A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.,"Title: Grand-Daddy Day Care | Genre: Children & Family Movies, Comedies | Description: A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law."
Jarhead: Law of Return,"Action & Adventure, Dramas","When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home.","Title: Jarhead: Law of Return | Genre: Action & Adventure, Dramas | Description: When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home."
MFKZ,"Action & Adventure, Comedies, International Movies",Mysterious goons chase teenage slacker Angelino through chaotic Dark Meat City as he uncovers secret powers that could be the key to saving the world.,"Title: MFKZ | Genre: Action & Adventure, Comedies, International Movies | Description: Mysterious goons chase teenage slacker Angelino through chaotic Dark Meat City as he uncovers secret powers that could be the key to saving the world."
Sweetheart,"Horror Movies, Sci-Fi & Fantasy, Thrillers",A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night.,"Title: Sweetheart | Genre: Horror Movies, Sci-Fi & Fantasy, Thrillers | Description: A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night."
CAROLE & TUESDAY,"Anime Series, International TV Shows, Teen TV Shows","Part-timer Carole meets rich girl Tuesday, and each realizes they've found the musical partner they need. Together, they just might make it.","Title: CAROLE & TUESDAY | Genre: Anime Series, International TV Shows, Teen TV Shows | Description: Part-timer Carole meets rich girl Tuesday, and each realizes they've found the musical partner they need. Together, they just might make it."
Como caído del cielo,"Comedies, International Movies, Music & Musicals","To earn his place in heaven, legendary Mexican actor-singer Pedro Infante is sent back to Earth in an impersonator's body to mend his womanizing ways.","Title: Como caído del cielo | Genre: Comedies, International Movies, Music & Musicals | Description: To earn his place in heaven, legendary Mexican actor-singer Pedro Infante is sent back to Earth in an impersonator's body to mend his womanizing ways."
John Mulaney & The Sack Lunch Bunch,"Children & Family Movies, Comedies","John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special.","Title: John Mulaney & The Sack Lunch Bunch | Genre: Children & Family Movies, Comedies | Description: John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special."
